Pseudo Code,Java,Python
"```cpp
#include <bits/stdc++.h>
using namespace std;
#define ll long long int
#define mod 1000000007

ll dp[10][10][2][100000];
ll power[10];
ll p[10];

ll fun(ll n, ll pos, ll rem, ll Z, ll k) {
  if (pos == n) {
    if (rem == 0 && Z == 1)
      return 1;
    else
      return 0;
  }
  if (dp[pos][rem][Z][k] != -1)
    return dp[pos][rem][Z][k];
  ll ans = 0;
  ll start = (Z == 0) ? 1 : 0;
  for (ll i = start; i <= 9; i++) {
    ll newRem = (rem * 10 + i) % k;
    ll newZ = (Z || i != 0) ? 1 : 0;
    ans = (ans + fun(n, pos + 1, newRem, newZ, k)) % mod;
  }
  return dp[pos][rem][Z][k] = ans;
}

ll countNumbers(ll n, ll k) {
  memset(dp, -1, sizeof(dp));
  power[0] = 1;
  for (ll i = 1; i < 10; i++) {
    power[i] = (power[i - 1] * 10) % mod;
    p[i] = (power[i - 1] % k);
  }
  return fun(n, 0, 0, 0, k);
}

int main() {
  ll n, k;
  cin >> n >> k;
  cout << countNumbers(n, k) << endl;
  return 0;
}
```","```java
public class Solution {
    public int addTwoNumbers(int num1, int num2) {
        return num1 + num2;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <bits/stdc++.h>
using namespace std;

#define INF INT_MAX

// Function to find the shortest path with exactly K edges
int shortestPath(int src, int dest, int k, vector<vector<pair<int, int>>>& graph) {
  int n = graph.size();
  vector<vector<int>> dp(k + 1, vector<int>(n, INF));
  for (int i = 0; i <= k; i++) {
    dp[i][src] = 0;
  }
  for (int i = 1; i <= k; i++) {
    for (int u = 0; u < n; u++) {
      for (auto& [v, w] : graph[u]) {
        dp[i][v] = min(dp[i][v], dp[i - 1][u] + w);
      }
    }
  }
  return dp[k][dest];
}

int main() {
  // Input graph
  int n, m;
  cin >> n >> m;
  vector<vector<pair<int, int>>> graph(n);
  for (int i = 0; i < m; i++) {
    int u, v, w;
    cin >> u >> v >> w;
    graph[u].push_back({v, w});
  }

  // Input source, destination, and number of edges
  int src, dest, k;
  cin >> src >> dest >> k;

  // Find the shortest path with exactly k edges
  int shortestPathLength = shortestPath(src, dest, k, graph);
  if (shortestPathLength == INF) {
    cout << ""No path exists with exactly "" << k << "" edges"" << endl;
  } else {
    cout << ""Shortest path length with exactly "" << k << "" edges: "" << shortestPathLength << endl;
  }
  return 0;
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
#include <iostream>
#include <vector>
#include <limits>

using namespace std;

struct Edge {
  int src, dest, weight;
};

int toPath(vector<Edge> &edges, int n, int src, int dest) {
  vector<int> dist(n + 1, numeric_limits<int>::max());
  dist[src] = 1;
  for (int i = 0; i < n - 1; i++) {
    for (auto &e : edges) {
      if (dist[e.src] != numeric_limits<int>::max() &&
          dist[e.src] * e.weight < dist[e.dest]) {
        dist[e.dest] = dist[e.src] * e.weight;
      }
    }
  }
  for (int i = 0; i < n; i++) {
    for (auto &e : edges) {
      if (dist[e.src] != numeric_limits<int>::max() &&
          dist[e.src] * e.weight < dist[e.dest]) {
        return -1;
      }
    }
  }
  return dist[dest];
}

int main() {
  int n = 5;
  vector<Edge> edges = {
      {1, 2, 2}, {1, 3, 3}, {2, 3, 1}, {3, 4, 4}, {4, 5, 5}};
  int src = 1, dest = 5;
  int ans = toPath(edges, n, src, dest);
  if (ans == -1) {
    cout << ""Negative cycle detected"" << endl;
  } else {
    cout << ""Smallest product of edges: "" << ans << endl;
  }
  return 0;
}
```","```java
public class Solution {
    public int addTwoNumbers(int num1, int num2) {
        return num1 + num2;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int findMaxLen(vector<vector<int>>& mat, int K) {
  int n = mat.size(), m = mat[0].size();
  vector<vector<int>> prefixSum(n + 1, vector<int>(m + 1, 0));
  int cur_max = 0;
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= m; j++) {
      prefixSum[i][j] = prefixSum[i - 1][j] + prefixSum[i][j - 1] - prefixSum[i - 1][j - 1] + mat[i - 1][j - 1];
    }
  }
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= m; j++) {
      for (int len = 1; len <= min(i, j) && len <= cur_max + 1; len++) {
        int sum = prefixSum[i][j] - prefixSum[i - len][j] - prefixSum[i][j - len] + prefixSum[i - len][j - len];
        if (sum <= K) {
          cur_max = len;
        }
      }
    }
  }
  return cur_max;
}
```","```java
public static int add(int a, int b) {
    return a + b;
}
```","```python
def add_two_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>
using namespace std;

const int MOD = 1e9 + 7;

vector<vector<vector<long long>>> exactsum;
vector<vector<vector<long long>>> exactnum;

long long calculateSum(int x, int y, int z) {
  long long sum = 0;
  for (int i = 0; i <= x; i++) {
    for (int j = 0; j <= y; j++) {
      for (int k = 0; k <= z; k++) {
        sum = (sum + exactsum[i][j][k]) % MOD;
      }
    }
  }
  return sum;
}

void computeExactsum(int x, int y, int z) {
  exactsum.assign(x + 1, vector<vector<long long>>(y + 1, vector<long long>(z + 1, 0)));
  exactnum.assign(x + 1, vector<vector<long long>>(y + 1, vector<long long>(z + 1, 0)));

  exactnum[0][0][0] = 1;
  exactsum[0][0][0] = 0;

  for (int i = 0; i <= x; i++) {
    for (int j = 0; j <= y; j++) {
      for (int k = 0; k <= z; k++) {
        if (i > 0) {
          exactnum[i][j][k] = (exactnum[i][j][k] + exactnum[i - 1][j][k]) % MOD;
          exactsum[i][j][k] = (exactsum[i][j][k] + (exactsum[i - 1][j][k] * 10 + exactnum[i - 1][j][k] * 4) % MOD) % MOD;
        }
        if (j > 0) {
          exactnum[i][j][k] = (exactnum[i][j][k] + exactnum[i][j - 1][k]) % MOD;
          exactsum[i][j][k] = (exactsum[i][j][k] + (exactsum[i][j - 1][k] * 10 + exactnum[i][j - 1][k] * 5) % MOD) % MOD;
        }
        if (k > 0) {
          exactnum[i][j][k] = (exactnum[i][j][k] + exactnum[i][j][k - 1]) % MOD;
          exactsum[i][j][k] = (exactsum[i][j][k] + (exactsum[i][j][k - 1] * 10 + exactnum[i][j][k - 1] * 6) % MOD) % MOD;
        }
      }
    }
  }
}

int main() {
  int x, y, z;
  cin >> x >> y >> z;
  computeExactsum(x, y, z);
  cout << calculateSum(x, y, z) << endl;
  return 0;
}
```","```java
public class Solution {
    public int add(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int findMax(vector<int>& nums, int n) {
  if (n == 0) {
    return nums[0];
  }
  vector<int> dp(n, 0);
  dp[0] = nums[0];
  for (int i = 1; i < n; i++) {
    dp[i] = max(dp[i - 1] + nums[i], nums[i]);
  }
  return dp[n - 1];
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>
using namespace std;

int sumSubarray(vector<int> &arr, int l, int r) {
  int sum = 0;
  for (int i = l; i <= r; i++) {
    sum += arr[i];
  }
  return sum;
}

int optimalStrategy(vector<int> &arr, int k, int n, vector<vector<int>> &dp) {
  if (n < k) {
    return sumSubarray(arr, 0, n - 1);
  }
  if (dp[n][k] != -1) {
    return dp[n][k];
  }
  int ans = 0;
  for (int len_r = k; len_r <= n; len_r++) {
    int sum_r = sumSubarray(arr, n - len_r, n - 1);
    int sum_l = optimalStrategy(arr, k, n - len_r, dp);
    ans = max(ans, sum_l + sum_r);
  }
  dp[n][k] = ans;
  return ans;
}

int main() {
  int n, k;
  cin >> n >> k;
  vector<int> arr(n);
  for (int i = 0; i < n; i++) {
    cin >> arr[i];
  }
  vector<vector<int>> dp(n + 1, vector<int>(k + 1, -1));
  cout << optimalStrategy(arr, k, n, dp) << endl;
  return 0;
}
```","```java
public static int sum(int a, int b) {
  return a + b;
}
```","```python
def sumSubarray(arr, l, r):
  sum = 0
  for i in range(l, r + 1):
    sum += arr[i]
  return sum

def optimalStrategy(arr, k, n, dp):
  if n < k:
    return sumSubarray(arr, 0, n - 1)
  if dp[n][k] != -1:
    return dp[n][k]
  ans = 0
  for len_r in range(k, n + 1):
    sum_r = sumSubarray(arr, n - len_r, n - 1)
    sum_l = optimalStrategy(arr, k, n - len_r, dp)
    ans = max(ans, sum_l + sum_r)
  dp[n][k] = ans
  return ans
```"
"```cpp
#include <iostream>
#include <vector>
#include <limits>

using namespace std;

int minDiffPath(int n, int m, vector<vector<int>>& grid, vector<vector<bool>>& visited, int x, int y) {
  if (x == n - 1 && y == m - 1) {
    return abs(grid[x][y]);
  }

  if (x >= n || y >= m || visited[x][y]) {
    return numeric_limits<int>::max();
  }

  visited[x][y] = true;

  int down = minDiffPath(n, m, grid, visited, x + 1, y);
  int right = minDiffPath(n, m, grid, visited, x, y + 1);
  visited[x][y] = false;

  return min(abs(grid[x][y]) + min(down, right), min(down, right));
}

int main() {
  int n, m;
  cin >> n >> m;

  vector<vector<int>> grid(n, vector<int>(m));
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < m; j++) {
      cin >> grid[i][j];
    }
  }

  vector<vector<bool>> visited(n, vector<bool>(m, false));

  cout << minDiffPath(n, m, grid, visited, 0, 0) << endl;

  return 0;
}
```","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int longestSubsequence(string s, int k) {
  int n = s.length();
  vector<int> dp(n, 0);
  vector<int> max_length(26, 0);
  vector<int> support(26, 0);

  for (int i = 0; i < n; i++) {
    int index = s[i] - 'a';
    int lower_bound = max(0, index - k);
    int upper_bound = min(25, index + k);
    dp[i] = 1;
    for (int j = lower_bound; j <= upper_bound; j++) {
      dp[i] = max(dp[i], support[j] + 1);
    }
    max_length[index] = max(max_length[index], dp[i]);
    support[index] = dp[i];
  }

  int max_len = 0;
  for (int i = 0; i < 26; i++) {
    max_len = max(max_len, max_length[i]);
  }
  return max_len;
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

// Function to check if all elements in the array are <= 0
bool allNegative(const vector<int>& arr) {
  for (int num : arr) {
    if (num >= 0) {
      return false;
    }
  }
  return true;
}

// Function to return the vector representing the right to left Kadane array
vector<int> kadane_r_to_l(const vector<int>& arr) {
  int n = arr.size();
  vector<int> kadane_r_to_l(n, 0);
  int max_so_far = arr[n - 1];
  kadane_r_to_l[n - 1] = max_so_far;
  for (int i = n - 2; i >= 0; i--) {
    max_so_far = max(arr[i], max_so_far + arr[i]);
    kadane_r_to_l[i] = max_so_far;
  }
  return kadane_r_to_l;
}

// Function to return the prefix_sum vector
vector<int> prefix_sum(const vector<int>& arr) {
  int n = arr.size();
  vector<int> prefix_sum(n, 0);
  prefix_sum[0] = arr[0];
  for (int i = 1; i < n; i++) {
    prefix_sum[i] = prefix_sum[i - 1] + arr[i];
  }
  return prefix_sum;
}

// Function to return the maximum sum subarray
int maximum_subarray_sum(const vector<int>& arr) {
  int max_so_far = arr[0];
  int max_ending_here = arr[0];
  for (int i = 1; i < arr.size(); i++) {
    max_ending_here = max(arr[i], max_ending_here + arr[i]);
    max_so_far = max(max_so_far, max_ending_here);
  }
  return max_so_far;
}

// Function to get the maximum sum subarray in the modified array
int get_max_sum_subarray(const vector<int>& arr) {
  int n = arr.size();
  vector<int> kadane_r_to_l = kadane_r_to_l(arr);
  vector<int> prefix_sum = prefix_sum(arr);
  int max_prefix_sum_at_any_index = prefix_sum[n - 1];
  for (int i = 0; i < n; i++) {
    max_prefix_sum_at_any_index = max(max_prefix_sum_at_any_index, prefix_sum[i]);
  }
  return max_prefix_sum_at_any_index + kadane_r_to_l[0];
}

// Function to return the maximum subarray sum after performing the given operation at most once
int maximum_subarray_sum_after_operation(const vector<int>& arr) {
  if (allNegative(arr)) {
    return *max_element(arr.begin(), arr.end());
  }
  int max_sum_without_operation = maximum_subarray_sum(arr);
  int max_sum_after_operation = get_max_sum_subarray(arr);
  return max(max_sum_without_operation, max_sum_after_operation);
}

// Function to return the maximum subarray sum after performing the given operation at most once (reversing the array)
int maximum_subarray_sum_after_operation_reversed(const vector<int>& arr) {
  vector<int> reversed_arr(arr.rbegin(), arr.rend());
  return maximum_subarray_sum_after_operation(reversed_arr);
}

int main() {
  vector<int> arr = {-2, 1, -3, 4, -1, 2, 1, -5, 4};
  cout << ""Maximum subarray sum after performing the operation at most once: "" << maximum_subarray_sum_after_operation(arr) << endl;
  cout << ""Maximum subarray sum after performing the operation at most once (reversed): "" << maximum_subarray_sum_after_operation_reversed(arr) << endl;
  return 0;
}
```","```java
public class Solution {
    public int addTwoNumbers(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int maximumSum(vector<int>& arr, int n) {
  vector<int> dp(n + 1, 0);
  dp[0] = 0;
  dp[1] = arr[0];
  for (int i = 2; i <= n; i++) {
    dp[i] = max(dp[i - 1], dp[i - 2] + arr[i - 1]);
  }
  return dp[n];
}
```","```java
public static int addTwoNumbers(int a, int b) {
    return a + b;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int countWays(int k, vector<int>& blocked) {
  vector<int> dp(k + 1, 0);
  dp[0] = 1;
  dp[1] = 1;
  for (int i = 2; i <= k; i++) {
    if (find(blocked.begin(), blocked.end(), i) == blocked.end()) {
      dp[i] = dp[i - 1] + dp[i - 2];
    }
  }
  return dp[k];
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int minCoins(int coins[], int n, int amount) {
  int dp[amount + 1];
  dp[0] = 0;
  for (int i = 1; i <= amount; i++) {
    dp[i] = INT_MAX;
  }
  for (int i = 1; i <= amount; i++) {
    for (int j = 0; j < n; j++) {
      if (coins[j] <= i) {
        int sub_res = dp[i - coins[j]];
        if (sub_res != INT_MAX && sub_res + 1 < dp[i]) {
          dp[i] = sub_res + 1;
        }
      }
    }
  }
  return dp[amount] == INT_MAX ? -1 : dp[amount];
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int countSetBits(int n) {
  int count = 0;
  for (int i = 1; i <= n; i++) {
    int num = i;
    while (num > 0) {
      count += num & 1;
      num >>= 1;
    }
  }
  return count;
}
```

**Pseudocode for Driver Code:**

```
// Input: An integer n
// Output: The total count of set bits in all numbers from 0 to n

BEGIN
  n = input from user
  totalSetBits = call countSetBits(n)
  print totalSetBits
END
```","```java
public static int countSetBits(int n) {
  int count = 0;
  for (int i = 1; i <= n; i++) {
    int num = i;
    while (num > 0) {
      count += num & 1;
      num >>= 1;
    }
  }
  return count;
}
```","```python
def countSetBits(n):
  count = 0
  for i in range(1, n + 1):
    num = i
    while num > 0:
      count += num & 1
      num >>= 1
  return count
```"
"```cpp
#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int countArrangements(int n) {
  vector<int> numbers(n);
  for (int i = 0; i < n; ++i) {
    numbers[i] = i + 1;
  }
  int count = 0;
  do {
    bool flag = numbers[0] == 1;
    for (int i = 1; i < n; ++i) {
      if (abs(numbers[i] - numbers[i - 1]) != 1) {
        flag = false;
        break;
      }
    }
    if (flag) {
      ++count;
    }
  } while (next_permutation(numbers.begin(), numbers.end()));
  return count;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
using namespace std;

long long int countWays(int n) {
  long long int dp[n + 1];
  dp[0] = 1;
  dp[1] = 1;
  dp[2] = 2;
  for (int i = 3; i <= n; i++) {
    dp[i] = (dp[i - 1] + dp[i - 2]) * (i - 1);
  }
  return dp[n];
}

int main() {
  int n;
  cin >> n;
  cout << countWays(n) << endl;
  return 0;
}
```","```java
public class Solution {
    public int addNumbers(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>

using namespace std;

vector<vector<int>> toNumber(vector<vector<int>>& grid) {
  int n = grid.size();
  int m = grid[0].size();
  for (int i = n - 1; i >= 0; i--) {
    for (int j = m - 1; j >= 0; j--) {
      if (i == n - 1 && j == m - 1) {
        grid[i][j] = 1;
      } else if (i == n - 1) {
        grid[i][j] = grid[i][j + 1];
      } else if (j == m - 1) {
        grid[i][j] = grid[i + 1][j];
      } else {
        grid[i][j] = grid[i + 1][j] + grid[i][j + 1];
      }
    }
  }
  return grid;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(x, y):
  return x + y
```"
"```cpp
int maxSumCombination(vector<int> &arr1, vector<int> &arr2, int n, int m) {
  vector<vector<int>> dp(n + 1, vector<int>(m + 1, 0));
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= m; j++) {
      dp[i][j] = max({dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1] + arr1[i - 1] + arr2[j - 1]});
    }
  }
  return dp[n][m];
}
```","```java
public static int addNumbers(int a, int b) {
    return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int findMaxAND(vector<int> &arr, int k) {
  int n = arr.size();
  vector<int> prefixSum(n + 1, 0);
  for (int i = 1; i <= n; i++) {
    prefixSum[i] = prefixSum[i - 1] + arr[i - 1];
  }
  int maxBits = 31;
  int ans = 0;
  for (int i = maxBits; i >= 0; i--) {
    int mask = (1 << i);
    if (isPossible(arr, k, prefixSum, mask)) {
      ans |= mask;
    }
  }
  return ans;
}

bool isPossible(vector<int> &arr, int k, vector<int> &prefixSum, int mask) {
  int n = arr.size();
  vector<vector<bool>> dp(n + 1, vector<bool>(k + 1, false));
  for (int i = 0; i <= n; i++) {
    dp[i][0] = true;
  }
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= k; j++) {
      for (int l = 0; l < i; l++) {
        if (dp[l][j - 1] && ((prefixSum[i] - prefixSum[l]) & mask) == mask) {
          dp[i][j] = true;
          break;
        }
      }
    }
  }
  return dp[n][k];
}
```","```java
public static int add(int a, int b) {
    return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <limits>

using namespace std;

const int MAX = 100;
const int INF = numeric_limits<int>::max();

int dp[MAX][MAX][MAX];

// Initialize dp table with maximum value
void initializeDP(int n) {
  for (int i = 0; i <= n; i++) {
    for (int j = 0; j <= n; j++) {
      for (int k = 0; k <= n; k++) {
        dp[i][j][k] = INF;
      }
    }
  }
}

// Function to return the minimum cost
int toCost(int n, int from, int to, int aux) {
  // Base case
  if (n == 0) {
    return 0;
  }

  // If problem is already solved, return the pre-calculated answer
  if (dp[n][from][to] != INF) {
    return dp[n][from][to];
  }

  // Number of the auxiliary disk
  int auxDisk = 6 - from - to;

  // Initialize the minimum cost as Infinity
  int cost = INF;

  // Calculating the cost for first case
  int cost1 = toCost(n - 1, from, aux, to) + n;

  // Calculating the cost for second case
  int cost2 = toCost(n - 1, aux, to, from) + n;

  // Minimum of both the above cases
  cost = min(cost1, cost2);

  // Store it in the dp table
  dp[n][from][to] = cost;

  // Return the minimum cost
  return cost;
}

int main() {
  int n;
  cin >> n;

  initializeDP(n);

  cout << toCost(n, 1, 3, 2) << endl;

  return 0;
}
```","```java
public class Solution {
    public int add(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
#include <iostream>
#include <vector>
#include <limits>
#include <queue>

using namespace std;

const int INT_MAX = numeric_limits<int>::max();

// Function to return the minimum of four numbers
int min4(int a, int b, int c, int d) {
  return min(min(a, b), min(c, d));
}

// Function to return the minimum distance to any rotten orange from [i, j]
int minDistance(vector<vector<int>>& grid, int i, int j, vector<vector<int>>& dp, vector<vector<bool>>& visited) {
  if (i < 0 || i >= grid.size() || j < 0 || j >= grid[0].size()) return INT_MAX;
  if (grid[i][j] == 0) return INT_MAX;
  if (grid[i][j] == 2) return 0;
  if (visited[i][j]) return INT_MAX;

  visited[i][j] = true;

  int min_value = min4(
    minDistance(grid, i + 1, j, dp, visited),
    minDistance(grid, i - 1, j, dp, visited),
    minDistance(grid, i, j + 1, dp, visited),
    minDistance(grid, i, j - 1, dp, visited)
  );

  if (dp[i][j] != -1) {
    min_value = min(min_value, dp[i][j]);
  }

  dp[i][j] = min_value;
  return dp[i][j];
}

// Function to return the minimum time required to rot all the oranges
int minTimeToRot(vector<vector<int>>& grid) {
  int n = grid.size();
  int m = grid[0].size();
  vector<vector<int>> dp(n, vector<int>(m, -1));
  vector<vector<bool>> visited(n, vector<bool>(m, false));

  int max_distance = -1;
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < m; j++) {
      if (grid[i][j] == 1) {
        int distance = minDistance(grid, i, j, dp, visited);
        if (distance == INT_MAX) {
          return -1;
        }
        max_distance = max(max_distance, distance);
      }
    }
  }

  return max_distance == -1 ? 0 : max_distance;
}

// Driver Code
int main() {
  // Input grid
  vector<vector<int>> grid = {
    {2, 1, 1},
    {1, 1, 0},
    {0, 1, 1}
  };

  int time = minTimeToRot(grid);
  cout << ""Minimum time to rot all oranges: "" << time << endl;
  return 0;
}

```","```java
public class Solution {
    public int addNumbers(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int dp[100][100];
bool visited[100][100];

int solve(int arr[], int i, int j) {
  if (i == j) {
    return arr[i];
  }
  if (visited[i][j]) {
    return dp[i][j];
  }
  visited[i][j] = true;
  int sum = 0;
  for (int k = i; k <= j; k++) {
    sum += arr[k];
  }
  dp[i][j] = max(solve(arr, i + 1, j), solve(arr, i, j - 1));
  return dp[i][j];
}

int main() {
  int n;
  cin >> n;
  int arr[n];
  for (int i = 0; i < n; i++) {
    cin >> arr[i];
  }
  cout << solve(arr, 0, n - 1) << endl;
  return 0;
}
```","```java
public class Solution {
    public int addNumbers(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <bits/stdc++.h>
using namespace std;

// Function to create mask for every number
int createMask(int num) {
  int mask = 0;
  while (num) {
    mask |= (1 << (num % 10));
    num /= 10;
  }
  return mask;
}

// Recursion for Filling DP array
int solve(int i, int mask, vector<int>& nums, vector<vector<int>>& dp) {
  if (i == nums.size()) {
    return 0;
  }
  if (dp[i][mask] != -1) {
    return dp[i][mask];
  }
  int take = 0;
  if ((createMask(nums[i]) & mask) == 0) {
    take = nums[i] + solve(i + 1, mask | createMask(nums[i]), nums, dp);
  }
  int notTake = solve(i + 1, mask, nums, dp);
  return dp[i][mask] = max(take, notTake);
}

// Function to find Maximum Subset Sum
int maximumSubsetSum(vector<int>& nums) {
  int n = nums.size();
  vector<vector<int>> dp(n + 1, vector<int>(1024, -1));
  return solve(0, 0, nums, dp);
}

// Initialize DP array
void initializeDP(vector<vector<int>>& dp) {
  for (int i = 0; i < dp.size(); i++) {
    for (int j = 0; j < dp[0].size(); j++) {
      dp[i][j] = -1;
    }
  }
}

// Driver Code
int main() {
  vector<int> nums = {12, 23, 34, 45, 56};
  vector<vector<int>> dp(nums.size() + 1, vector<int>(1024, -1));
  initializeDP(dp);
  int maxSum = maximumSubsetSum(nums);
  cout << maxSum << endl;
  return 0;
}
```","```java
class Solution {
    public int addTwoNumbers(int num1, int num2) {
        return num1 + num2;
    }
}
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
#include <bits/stdc++.h>
using namespace std;

int dp[101][101][101];

int minimizeSum(int A[], int B[], int C[], int i, int j, int k) {
  if (i == -1 || j == -1 || k == -1) {
    return 0;
  }

  if (dp[i][j][k] != -1) {
    return dp[i][j][k];
  }

  int a = INT_MAX, b = INT_MAX, c = INT_MAX;
  if (i > 0) {
    a = A[i] + minimizeSum(A, B, C, i - 1, j, k);
  }
  if (j > 0) {
    b = B[j] + minimizeSum(A, B, C, i, j - 1, k);
  }
  if (k > 0) {
    c = C[k] + minimizeSum(A, B, C, i, j, k - 1);
  }

  return dp[i][j][k] = min(a, min(b, c));
}

int main() {
  int A[] = {1, 2, 3};
  int B[] = {4, 5, 6};
  int C[] = {7, 8, 9};
  int n = sizeof(A) / sizeof(A[0]);
  memset(dp, -1, sizeof(dp));

  cout << minimizeSum(A, B, C, n - 1, n - 1, n - 1) << endl;

  return 0;
}
```","```java
public static int add(int a, int b) {
  return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

// Function to return the maximum of the three integers
int max(int a, int b, int c) {
  return std::max(a, std::max(b, c));
}

// Function to return the maximum score
int maxScore(vector<vector<int>>& matrix, int n, int m, int i, int j, vector<vector<int>>& dp) {
  // Base cases
  if (i == n - 1 && j == m - 1) {
    return matrix[i][j];
  }
  if (i >= n || j >= m) {
    return 0;
  }
  // If the state has already been solved then return it
  if (dp[i][j] != -1) {
    return dp[i][j];
  }
  // Marking the state as solved
  dp[i][j] = 0;
  // Growing phase
  dp[i][j] = max(
    matrix[i][j] + maxScore(matrix, n, m, i + 1, j, dp),
    matrix[i][j] + maxScore(matrix, n, m, i, j + 1, dp),
    matrix[i][j] + maxScore(matrix, n, m, i + 1, j + 1, dp)
  );
  // Shrinking phase
  return dp[i][j];
}

int main() {
  int n, m;
  cin >> n >> m;
  vector<vector<int>> matrix(n, vector<int>(m));
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < m; j++) {
      cin >> matrix[i][j];
    }
  }
  vector<vector<int>> dp(n, vector<int>(m, -1));
  cout << maxScore(matrix, n, m, 0, 0, dp) << endl;
  return 0;
}

```","```java
public class Solution {
    public int addNumbers(int a, int b) {
        return a + b;
    }
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>

using namespace std;

int findMaxMarks(int n, int hours, int passingMarks, vector<int>& topicTime, vector<int>& topicMarks) {
  vector<vector<int>> dp(n + 1, vector<int>(hours + 1, 0));

  for (int i = 1; i <= n; ++i) {
    for (int j = 1; j <= hours; ++j) {
      if (topicTime[i - 1] <= j) {
        dp[i][j] = max(dp[i - 1][j], topicMarks[i - 1] + dp[i - 1][j - topicTime[i - 1]]);
      } else {
        dp[i][j] = dp[i - 1][j];
      }
    }
  }

  if (dp[n][hours] < passingMarks) {
    return 0;
  }
  return dp[n][hours];
}

int main() {
  int n, hours, passingMarks;
  cin >> n >> hours >> passingMarks;

  vector<int> topicTime(n);
  vector<int> topicMarks(n);

  for (int i = 0; i < n; ++i) {
    cin >> topicTime[i];
  }
  for (int i = 0; i < n; ++i) {
    cin >> topicMarks[i];
  }

  int maxMarks = findMaxMarks(n, hours, passingMarks, topicTime, topicMarks);
  cout << maxMarks << endl;
  return 0;
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
