,Pseudo Code,Java,Python
330,Maximum value obtained by performing given operations in an Array | Java implementation of the above approach ; A function to calculate the maximum value ; basecases ; Loop to iterate and add the max value in the dp array ; Driver Code,"```java
public static int maxOperations(int[] arr, int n) {
    int[] dp = new int[n + 1];
    dp[0] = 0;
    dp[1] = arr[0];
    for (int i = 2; i <= n; i++) {
        dp[i] = Math.max(dp[i - 1], dp[i - 2] + arr[i - 1]);
    }
    return dp[n];
}
```","```python
def max_value(arr, n):
  dp = [0] * (n + 1)
  dp[0] = arr[0]
  dp[1] = max(arr[0], arr[1])
  for i in range(2, n + 1):
    dp[i] = max(dp[i - 1], dp[i - 2] + arr[i - 1])
  return dp[n]
```"
331,Optimal strategy for a Game with modifications | Java implementation of the above approach ; Function to return sum of subarray from l to r ; calculate sum by a loop from l to r ; dp to store the values of sub problems ; if length of the array is less than k return the sum ; if the value is previously calculated ; else calculate the value ; select all the sub array of length len_r ; get the sum of that sub array ; check if it is the maximum or not ; store it in the table ; Driver code,"```java
public static int optimalStrategy(int[] arr, int k) {
    int n = arr.length;
    if (n < k) {
        return sum(arr, 0, n - 1);
    }
    int[][] dp = new int[n][n];
    for (int len_r = k; len_r <= n; len_r++) {
        for (int l = 0; l <= n - len_r; l++) {
            int r = l + len_r - 1;
            if (dp[l][r] != 0) {
                continue;
            }
            int max = 0;
            for (int i = l; i <= r - k + 1; i++) {
                max = Math.max(max, sum(arr, l, i) + sum(arr, i + k, r) + dp[i + 1][r - k]);
            }
            dp[l][r] = max;
        }
    }
    return dp[0][n - 1];
}

private static int sum(int[] arr, int l, int r) {
    int sum = 0;
    for (int i = l; i <= r; i++) {
        sum += arr[i];
    }
    return sum;
}
```","```python
def optimal_strategy(arr, k):
  n = len(arr)
  if n < k:
    return sum(arr)
  dp = [[0 for _ in range(n)] for _ in range(n)]
  for len_r in range(k, n + 1):
    for l in range(n - len_r + 1):
      r = l + len_r - 1
      if dp[l][r] != 0:
        continue
      dp[l][r] = max(arr[l] + min(dp[l + 1][r], dp[l + 2][r]), arr[r] + min(dp[l][r - 1], dp[l][r - 2]))
  return dp[0][n - 1]
```"
332,"Find the minimum difference path from ( 0 , 0 ) to ( N | Java implementation of the approach ; Function to return the minimum difference path from ( 0 , 0 ) to ( N - 1 , M - 1 ) ; Terminating case ; Base case ; If it is already visited ; Recursive calls ; Return the value ; Driver code ; Function call","```java
public static int minDifferencePath(int[][] grid, int n, int m, int[][] dp, int i, int j) {
    if (i == n - 1 && j == m - 1) {
        return grid[i][j];
    }
    if (i >= n || j >= m) {
        return Integer.MAX_VALUE;
    }
    if (dp[i][j] != -1) {
        return dp[i][j];
    }
    int down = minDifferencePath(grid, n, m, dp, i + 1, j);
    int right = minDifferencePath(grid, n, m, dp, i, j + 1);
    dp[i][j] = grid[i][j] + Math.min(down, right);
    return dp[i][j];
}
```","```python
def min_diff_path(grid, N, M, i, j, dp):
    if i == N - 1 and j == M - 1:
        return abs(grid[i][j])
    if i >= N or j >= M:
        return float('inf')
    if dp[i][j] != -1:
        return dp[i][j]
    right = min_diff_path(grid, N, M, i, j + 1, dp)
    down = min_diff_path(grid, N, M, i + 1, j, dp)
    dp[i][j] = abs(grid[i][j]) + min(right, down)
    return dp[i][j]
```"
333,Longest subsequence having difference atmost K | Java program for the above approach ; Function to find the longest Special Sequence ; Creating a list with all 0 's of size  equal to the length of String ; Supporting list with all 0 's of size 26 since  the given String consists  of only lower case alphabets ; Converting the ascii value to list indices ; Determining the lower bound ; Determining the upper bound ; Filling the dp array with values ; Filling the max_length array with max length of subsequence till now ; return the max length of subsequence ; Driver Code,"```java
public static int longestSpecialSequence(String s, int k) {
    int n = s.length();
    int[] dp = new int[n];
    int[] max_length = new int[26];
    Arrays.fill(max_length, 0);
    for (int i = 0; i < n; i++) {
        int ascii = s.charAt(i) - 'a';
        int lower_bound = Math.max(0, ascii - k);
        int upper_bound = Math.min(25, ascii + k);
        dp[i] = 1;
        for (int j = lower_bound; j <= upper_bound; j++) {
            dp[i] = Math.max(dp[i], max_length[j] + 1);
        }
        max_length[ascii] = Math.max(max_length[ascii], dp[i]);
    }
    return max_length[s.charAt(n - 1) - 'a'];
}
```","```python
def longestSpecialSequence(str, k):
  n = len(str)
  dp = [0] * n
  max_length = [0] * 26
  for i in range(n):
    lower_bound = 0
    upper_bound = i - 1
    while lower_bound <= upper_bound:
      mid = (lower_bound + upper_bound) // 2
      if ord(str[i]) - ord(str[mid]) <= k:
        upper_bound = mid - 1
      else:
        lower_bound = mid + 1
    if upper_bound >= 0:
      dp[i] = max_length[ord(str[i]) - ord('a')] + 1
    else:
      dp[i] = 1
    max_length[ord(str[i]) - ord('a')] = max(max_length[ord(str[i]) - ord('a')], dp[i])
  return max(dp)
```"
334,Maximum sum subarray after altering the array | Java implementation of the approach ; Function that returns true if all the array element are <= 0 ; If any element is non - negative ; Function to return the vector representing the right to left Kadane array as described in the approach ; Function to return the prefix_sum vector ; Function to return the maximum sum subarray ; Function to get the maximum sum subarray in the modified array ; kadane_r_to_l [ i ] will store the maximum subarray sum for thre subarray arr [ i ... N - 1 ] ; Get the prefix sum array ; To get max_prefix_sum_at_any_index ; Summation of both gives the maximum subarray sum after applying the operation ; Function to return the maximum subarray sum after performing the given operation at most once ; If all element are negative then return the maximum element ; Maximum subarray sum without performing any operation ; Maximum subarray sum after performing the operations of first type ; Reversing the array to use the same existing function for operations of the second type ; Driver code,"```java
import java.util.*;
public class Solution {
    public static boolean allElementsNegative(int[] arr) {
        for (int i = 0; i < arr.length; i++) {
            if (arr[i] >= 0) {
                return false;
            }
        }
        return true;
    }
    public static int[] kadane_r_to_l(int[] arr) {
        int n = arr.length;
        int[] kadane_r_to_l = new int[n];
        kadane_r_to_l[n - 1] = arr[n - 1];
        int max_so_far = arr[n - 1];
        for (int i = n - 2; i >= 0; i--) {
            max_so_far = Math.max(arr[i], max_so_far + arr[i]);
            kadane_r_to_l[i] = max_so_far;
        }
        return kadane_r_to_l;
    }
    public static int[] prefix_sum(int[] arr) {
        int n = arr.length;
        int[] prefix_sum = new int[n];
        prefix_sum[0] = arr[0];
        for (int i = 1; i < n; i++) {
            prefix_sum[i] = prefix_sum[i - 1] + arr[i];
        }
        return prefix_sum;
    }
    public static int maxSubArraySum(int[] arr) {
        int n = arr.length;
        int max_so_far = arr[0];
        int max_ending_here = arr[0];
        for (int i = 1; i < n; i++) {
            max_ending_here = Math.max(arr[i], max_ending_here + arr[i]);
            max_so_far = Math.max(max_so_far, max_ending_here);
        }
        return max_so_far;
    }
    public static int getMaxSumSubarrayInModifiedArray(int[] arr) {
        int n = arr.length;
        int[] kadane_r_to_l = kadane_r_to_l(arr);
        int[] prefix_sum = prefix_sum(arr);
        int max_prefix_sum_at_any_index = prefix_sum[0];
        for (int i = 1; i < n; i++) {
            max_prefix_sum_at_any_index = Math.max(max_prefix_sum_at_any_index, prefix_sum[i]);
        }
        int max_sum = kadane_r_to_l[0] + max_prefix_sum_at_any_index;
        for (int i = 1; i < n; i++) {
            max_sum = Math.max(max_sum, kadane_r_to_l[i] + max_prefix_sum_at_any_index - prefix_sum[i - 1]);
        }
        return max_sum;
    }
    public static int maximumSumSubarrayAfterAtMostOneOperation(int[] arr) {
        if (allElementsNegative(arr)) {
            int max = arr[0];
            for (int i = 1; i < arr.length; i++) {
                max = Math.max(max, arr[i]);
            }
            return max;
        }
        int max_sum_without_operation = maxSubArraySum(arr);
        int max_sum_with_operation = getMaxSumSubarrayInModifiedArray(arr);
        int[] reversed_arr = new int[arr.length];
        for (int i = 0; i < arr.length; i++) {
            reversed_arr[i] = arr[arr.length - 1 - i];
        }
        int max_sum_with_operation_reversed = getMaxSumSubarrayInModifiedArray(reversed_arr);
        return Math.max(max_sum_without_operation, Math.max(max_sum_with_operation, max_sum_with_operation_reversed));
    }
    public static void main(String[] args) {
        int[] arr = {1, -2, 3, 4, -5, 6, -7, 8, -9};
        System.out.println(maximumSumSubarrayAfterAtMostOneOperation(arr));
    }
}
```","```python
def all_negative(arr):
  for i in arr:
    if i >= 0:
      return False
  return True

def kadane_r_to_l(arr):
  n = len(arr)
  kadane_r_to_l = [0] * n
  kadane_r_to_l[n - 1] = arr[n - 1]
  max_so_far = arr[n - 1]
  for i in range(n - 2, -1, -1):
    max_so_far = max(arr[i], max_so_far + arr[i])
    kadane_r_to_l[i] = max_so_far
  return kadane_r_to_l

def prefix_sum(arr):
  n = len(arr)
  prefix_sum = [0] * (n + 1)
  for i in range(n):
    prefix_sum[i + 1] = prefix_sum[i] + arr[i]
  return prefix_sum

def max_sum_subarray(arr):
  n = len(arr)
  max_so_far = arr[0]
  max_ending_here = arr[0]
  for i in range(1, n):
    max_ending_here = max(arr[i], max_ending_here + arr[i])
    max_so_far = max(max_so_far, max_ending_here)
  return max_so_far

def max_sum_subarray_modified(arr):
  n = len(arr)
  prefix_sum = prefix_sum(arr)
  kadane_r_to_l_arr = kadane_r_to_l(arr)
  max_prefix_sum = 0
  for i in range(n):
    max_prefix_sum = max(max_prefix_sum, prefix_sum[i + 1])
  max_sum = 0
  for i in range(n):
    max_sum = max(max_sum, max_prefix_sum + kadane_r_to_l_arr[i])
  return max_sum

def max_sum_subarray_operation(arr):
  if all_negative(arr):
    return max(arr)
  max_sum_without_operation = max_sum_subarray(arr)
  max_sum_with_operation = max_sum_subarray_modified(arr)
  return max(max_sum_without_operation, max_sum_with_operation)

def max_sum_subarray_operation_second_type(arr):
  arr.reverse()
  return max_sum_subarray_operation(arr)

# Driver code
arr = [-2, 1, -3, 4, -1, 2, 1, -5, 4]
print(max_sum_subarray_operation(arr))
arr = [-2, 1, -3, 4, -1, 2, 1, -5, 4]
print(max_sum_subarray_operation_second_type(arr))
```"
335,Maximum possible array sum after performing the given operation | Java implementation of the approach ; Function to return the maximum possible sum after performing the given operation ; Dp vector to store the answer ; Base value ; Return the maximum sum ; Driver code,"```java
public static long maxSumAfterOperation(int[] nums, int k) {
    long[] dp = new long[nums.length + 1];
    dp[0] = 0;
    for (int i = 1; i <= nums.length; i++) {
        dp[i] = Math.max(dp[i - 1], dp[i - 1] + nums[i - 1]);
    }
    long maxSum = dp[nums.length];
    for (int i = 1; i <= nums.length; i++) {
        for (int j = i + 1; j <= nums.length; j++) {
            long sum = dp[i - 1] + (long) Math.pow(nums[i - 1], k) + dp[nums.length] - dp[j];
            maxSum = Math.max(maxSum, sum);
        }
    }
    return maxSum;
}
```","```python
def maxSum(arr, n, k):
  dp = [0] * (n + 1)
  dp[0] = 0
  for i in range(1, n + 1):
    dp[i] = max(dp[i - 1], arr[i - 1] + dp[max(0, i - k)])
  return dp[n]
```"
336,Find the number of ways to reach Kth step in stair case | Java implementation of the approach ; Function to return the number of ways to reach the kth step ; Create the dp array ; Broken steps ; Calculate the number of ways for the rest of the positions ; If it is a blocked position ; Number of ways to get to the ith step ; Return the required answer ; Driver code,"```java
public static int countWays(int n, int[] a) {
    int[] dp = new int[n + 1];
    dp[0] = 1;
    dp[1] = 1;
    for (int i = 2; i <= n; i++) {
        if (a[i - 1] == 0) {
            dp[i] = dp[i - 1] + dp[i - 2];
        } else {
            dp[i] = 0;
        }
    }
    return dp[n];
}
```","```python
def countWays(n, k, a):
  dp = [0] * (n + 1)
  dp[0] = 1
  dp[1] = 1
  for i in range(2, n + 1):
    if i in a:
      dp[i] = 0
    else:
      dp[i] = dp[i - 1] + dp[i - 2]
  return dp[n]
```"
337,Minimum number of coins that can generate all the values in the given range | Java program to find minimum number of coins ; Function to find minimum number of coins ; Driver code,"```java
public static int minCoins(int[] coins, int rangeStart, int rangeEnd) {
    int[] dp = new int[rangeEnd + 1];
    Arrays.fill(dp, Integer.MAX_VALUE);
    dp[0] = 0;
    for (int i = 1; i <= rangeEnd; i++) {
        for (int j = 0; j < coins.length; j++) {
            if (coins[j] <= i && dp[i - coins[j]] != Integer.MAX_VALUE) {
                dp[i] = Math.min(dp[i], dp[i - coins[j]] + 1);
            }
        }
    }
    int minCoins = Integer.MAX_VALUE;
    for (int i = rangeStart; i <= rangeEnd; i++) {
        minCoins = Math.min(minCoins, dp[i]);
    }
    return minCoins;
}
```","```python
def min_coins(coins, total):
  dp = [float('inf')] * (total + 1)
  dp[0] = 0
  for i in range(1, total + 1):
    for j in range(len(coins)):
      if coins[j] <= i:
        dp[i] = min(dp[i], dp[i - coins[j]] + 1)
  return dp[total] if dp[total] != float('inf') else -1
```"
338,Calculate the number of set bits for every number from 0 to N | Java implementation of the approach ; Function to find the count of set bits in all the integers from 0 to n ; Driver code,"```java
public static int countSetBits(int n) {
    int count = 0;
    for (int i = 0; i <= n; i++) {
        int num = i;
        while (num > 0) {
            count += num & 1;
            num >>= 1;
        }
    }
    return count;
}
```","```python
def countSetBits(n):
  count = 0
  for i in range(n + 1):
    count += bin(i).count('1')
  return count
```"
339,Count number of ways to arrange first N numbers | Java implementation of the above approach ; Function to return the count of required arrangements ; Create a vector ; Store numbers from 1 to n ; To store the count of ways ; Generate all the permutations using next_permutation in STL ; Initialize flag to true if first element is 1 else false ; Checking if the current permutation satisfies the given conditions ; If the current permutation is invalid then set the flag to false ; If valid arrangement ; Generate the next permutation ;  ; Driver code,"```java
public static int countArrangements(int n) {
    List<Integer> arr = new ArrayList<>();
    for (int i = 1; i <= n; i++) {
      arr.add(i);
    }
    int count = 0;
    do {
      boolean flag = arr.get(0) == 1;
      for (int i = 1; i < n; i++) {
        if (Math.abs(arr.get(i) - arr.get(i - 1)) != 1) {
          flag = false;
          break;
        }
      }
      if (flag) {
        count++;
      }
    } while (nextPermutation(arr));
    return count;
  }

  private static boolean nextPermutation(List<Integer> arr) {
    int i = arr.size() - 2;
    while (i >= 0 && arr.get(i) >= arr.get(i + 1)) {
      i--;
    }
    if (i >= 0) {
      int j = arr.size() - 1;
      while (arr.get(j) <= arr.get(i)) {
        j--;
      }
      swap(arr, i, j);
    }
    reverse(arr, i + 1, arr.size() - 1);
    return i >= 0;
  }

  private static void swap(List<Integer> arr, int i, int j) {
    int temp = arr.get(i);
    arr.set(i, arr.get(j));
    arr.set(j, temp);
  }

  private static void reverse(List<Integer> arr, int start, int end) {
    while (start < end) {
      swap(arr, start, end);
      start++;
      end--;
    }
  }
```","```python
from itertools import permutations

def count_arrangements(n):
  numbers = list(range(1, n + 1))
  count = 0
  for perm in permutations(numbers):
    flag = perm[0] == 1
    for i in range(1, n):
      if abs(perm[i] - perm[i - 1]) != 1:
        flag = False
        break
    if flag:
      count += 1
  return count
```"
340,Count number of ways to arrange first N numbers | Java implementation of the approach ; Function to return the count of required arrangements ; Create the dp array ; Initialize the base cases as explained above ; ( 12 ) as the only possibility ; Generate answer for greater values ; dp [ n ] contains the desired answer ; Driver code,"```java
public static long countArrangements(int n) {
    long[] dp = new long[n + 1];
    dp[0] = 1;
    dp[1] = 1;
    for (int i = 2; i <= n; i++) {
      dp[i] = (dp[i - 1] + dp[i - 2]) % 1000000007;
    }
    return dp[n];
  }
```","```python
def count_arrangements(n):
  dp = [0] * (n + 1)
  dp[0] = 1
  dp[1] = 1
  for i in range(2, n + 1):
    dp[i] = (i - 1) * (dp[i - 1] + dp[i - 2])
  return dp[n]
```"
341,Number of shortest paths to reach every cell from bottom | Java program to find number of shortest paths ; Function to find number of shortest paths ; Compute the grid starting from the bottom - left corner ; Print the grid ; Driver code ; Function call,"```java
public static int[][] numberOfShortestPaths(int[][] grid) {
    int rows = grid.length;
    int cols = grid[0].length;
    int[][] dp = new int[rows][cols];
    dp[rows - 1][0] = 1;
    for (int i = rows - 2; i >= 0; i--) {
        if (grid[i][0] == 0) {
            dp[i][0] = dp[i + 1][0];
        }
    }
    for (int j = 1; j < cols; j++) {
        if (grid[rows - 1][j] == 0) {
            dp[rows - 1][j] = dp[rows - 1][j - 1];
        }
    }
    for (int i = rows - 2; i >= 0; i--) {
        for (int j = 1; j < cols; j++) {
            if (grid[i][j] == 0) {
                dp[i][j] = dp[i + 1][j] + dp[i][j - 1];
            }
        }
    }
    return dp;
}
```","```python
def count_shortest_paths(grid):
  m = len(grid)
  n = len(grid[0])
  dp = [[0 for _ in range(n)] for _ in range(m)]
  dp[m - 1][0] = 1
  for i in range(m - 2, -1, -1):
    dp[i][0] = dp[i + 1][0]
  for j in range(1, n):
    dp[m - 1][j] = dp[m - 1][j - 1]
  for i in range(m - 2, -1, -1):
    for j in range(1, n):
      dp[i][j] = dp[i + 1][j] + dp[i][j - 1]
  return dp
```"
342,Maximum sum combination from two arrays | Java program to maximum sum combination from two arrays ; Function to maximum sum combination from two arrays ; To store dp value ; For loop to calculate the value of dp ; Return the required answer ; Driver code ; Function call,"```java
public static int maxSumCombination(int[] arr1, int[] arr2, int n) {
    int[][] dp = new int[n + 1][n + 1];
    for (int i = 1; i <= n; i++) {
        for (int j = 1; j <= n; j++) {
            dp[i][j] = Math.max(dp[i - 1][j], dp[i][j - 1]) + (arr1[i - 1] + arr2[j - 1]);
        }
    }
    return dp[n][n];
}
```","```python
def maxSumCombination(arr1, arr2, n):
  dp = [[0 for _ in range(n + 1)] for _ in range(n + 1)]
  for i in range(1, n + 1):
    for j in range(1, n + 1):
      dp[i][j] = max(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1] + arr1[i - 1] + arr2[j - 1])
  return dp[n][n]
```"
343,"Partition the array in K segments such that bitwise AND of individual segment sum is maximized | Java program to find maximum possible AND ; Function to check whether a k segment partition is possible such that bitwise AND is ' mask ' ; dp [ i ] [ j ] stores whether it is possible to partition first i elements into j segments such that all j segments are ' good ' ; Initialising dp ; Filling dp in bottom - up manner ; Finding a cut such that first l elements can be partitioned into j - 1 ' good ' segments and arr [ l + 1 ] + ... + arr [ i ] is a ' good ' segment ; Function to find maximum possible AND ; Array to store prefix sums ; Maximum no of bits in the possible answer ; This will store the final answer ; Constructing answer greedily selecting from the higher most bit ; Checking if array can be partitioned such that the bitwise AND is ans | ( 1 << i ) ; if possible , update the answer ; Return the final answer ; Driver code ; n = 11 , first element is zero to make array 1 based indexing . So , number of elements are 10 ; Function call","```java
public static int maxAND(int[] arr, int k) {
    int n = arr.length;
    int[] prefixSum = new int[n + 1];
    for (int i = 1; i <= n; i++) {
      prefixSum[i] = prefixSum[i - 1] + arr[i - 1];
    }
    int maxBits = 31;
    int ans = 0;
    boolean[][] dp = new boolean[n + 1][k + 1];
    for (int i = 0; i <= n; i++) {
      dp[i][0] = true;
    }
    for (int i = 1; i <= n; i++) {
      for (int j = 1; j <= k; j++) {
        for (int l = 0; l < i; l++) {
          if (dp[l][j - 1] && (prefixSum[i] - prefixSum[l]) == ((prefixSum[i] - prefixSum[l]) & -(prefixSum[i] - prefixSum[l]))) {
            dp[i][j] = true;
            break;
          }
        }
      }
    }
    for (int i = maxBits; i >= 0; i--) {
      if (dp[n][k] && (ans | (1 << i)) == (ans | (1 << i))) {
        ans = ans | (1 << i);
      }
    }
    return ans;
  }
  public static void main(String[] args) {
    int[] arr = {0, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29};
    int k = 3;
    System.out.println(maxAND(arr, k));
  }
```","```python
def max_and_partition(arr, k):
  n = len(arr)
  prefix_sum = [0] * (n + 1)
  for i in range(1, n + 1):
    prefix_sum[i] = prefix_sum[i - 1] + arr[i - 1]
  max_bits = 31
  ans = 0
  dp = [[False for _ in range(k + 1)] for _ in range(n + 1)]
  for i in range(n + 1):
    dp[i][1] = True
  for i in range(2, n + 1):
    for j in range(2, min(i, k) + 1):
      for l in range(i - 1, -1, -1):
        if dp[l][j - 1] and (prefix_sum[i] - prefix_sum[l]) & ans == ans:
          dp[i][j] = True
          break
  for i in range(max_bits, -1, -1):
    if dp[n][k] and (ans | (1 << i)) & (prefix_sum[n] - prefix_sum[0]) == (ans | (1 << i)):
      ans |= (1 << i)
  return ans

n = 11
arr = [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
k = 3
result = max_and_partition(arr, k)
print(result)
```"
344,"Cost Based Tower of Hanoi | Java implementation of the approach ; Function to initialize the dp table ; Initialize with maximum value ; Function to return the minimum cost ; Base case ; If problem is already solved , return the pre - calculated answer ; Number of the auxiliary disk ; Initialize the minimum cost as Infinity ; Calculationg the cost for first case ; Calculating the cost for second case ; Minimum of both the above cases ; Store it in the dp table ; Return the minimum cost ; Driver code","```java
public static int minCost(int n, int from, int to, int aux) {
    if (n == 1) {
        return 1;
    }
    if (dp[n][from][to][aux] != Integer.MAX_VALUE) {
        return dp[n][from][to][aux];
    }
    int auxDisk = 6 - from - to;
    int cost1 = minCost(n - 1, from, aux, to) + minCost(1, from, to, aux) + minCost(n - 1, aux, to, from);
    int cost2 = minCost(n - 1, from, to, aux) + minCost(1, from, aux, to) + minCost(n - 1, aux, to, from);
    dp[n][from][to][aux] = Math.min(cost1, cost2);
    return dp[n][from][to][aux];
}
```","```python
def minCost(n, cost):
  dp = [[float('inf')] * (n + 1) for _ in range(n + 1)]
  for i in range(n + 1):
    for j in range(n + 1):
      dp[i][j] = float('inf')
  def solve(n, source, dest, aux):
    if n == 0:
      return 0
    if dp[n][source] != float('inf'):
      return dp[n][source]
    aux_disk = n - 1
    cost1 = solve(aux_disk, source, aux, dest) + cost[n - 1] + solve(aux_disk, aux, dest, source)
    cost2 = solve(aux_disk, source, dest, aux) + cost[n - 1] + solve(aux_disk, dest, aux, source)
    dp[n][source] = min(cost1, cost2)
    return dp[n][source]
  return solve(n, 1, 3, 2)
```"
345,"Minimum time required to rot all oranges | Dynamic Programming | Java implementation of the approach ; DP table to memoize the values ; Visited array to keep track of visited nodes in order to avoid infinite loops ; Function to return the minimum of four numbers ; Function to return the minimum distance to any rotten orange from [ i , j ] ; If i , j lie outside the array ; If 0 then it can 't lead to  any path so return INT_MAX ; If 2 then we have reached our rotten oranges so return from here ; If this node is already visited then return to avoid infinite loops ; Mark the current node as visited ; Check in all four possible directions ; Take the minimum of all ; If result already exists in the table check if min_value is less than existing value ; Function to return the minimum time required to rot all the oranges ; Calculate the minimum distances to any rotten orange from all the fresh oranges ; Pick the maximum distance of fresh orange to some rotten orange ; If all oranges can be rotten ; Driver Code","```java
class Solution {
    int[][] dp;
    boolean[][] visited;
    int[][] grid;
    int rows;
    int cols;

    public int orangesRotting(int[][] grid) {
        this.grid = grid;
        this.rows = grid.length;
        this.cols = grid[0].length;
        dp = new int[rows][cols];
        visited = new boolean[rows][cols];
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < cols; j++) {
                dp[i][j] = Integer.MAX_VALUE;
            }
        }
        int maxDistance = 0;
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < cols; j++) {
                if (grid[i][j] == 1) {
                    int distance = minDistance(i, j);
                    if (distance == Integer.MAX_VALUE) {
                        return -1;
                    }
                    maxDistance = Math.max(maxDistance, distance);
                }
            }
        }
        return maxDistance;
    }

    public int minDistance(int i, int j) {
        if (i < 0 || i >= rows || j < 0 || j >= cols) {
            return Integer.MAX_VALUE;
        }
        if (grid[i][j] == 0) {
            return Integer.MAX_VALUE;
        }
        if (grid[i][j] == 2) {
            return 0;
        }
        if (visited[i][j]) {
            return dp[i][j];
        }
        visited[i][j] = true;
        int min = Math.min(minDistance(i + 1, j), minDistance(i - 1, j));
        min = Math.min(min, minDistance(i, j + 1));
        min = Math.min(min, minDistance(i, j - 1));
        if (dp[i][j] < min) {
            return dp[i][j];
        }
        dp[i][j] = min + 1;
        return dp[i][j];
    }
}
```","```python
import sys

def minOfFour(a, b, c, d):
  return min(a, min(b, min(c, d)))

def minDistance(grid, i, j, visited):
  if i < 0 or i >= len(grid) or j < 0 or j >= len(grid[0]):
    return sys.maxsize
  if grid[i][j] == 0:
    return sys.maxsize
  if grid[i][j] == 2:
    return 0
  if visited[i][j]:
    return sys.maxsize
  visited[i][j] = True
  up = minDistance(grid, i - 1, j, visited)
  down = minDistance(grid, i + 1, j, visited)
  left = minDistance(grid, i, j - 1, visited)
  right = minDistance(grid, i, j + 1, visited)
  return minOfFour(up, down, left, right) + 1

def orangesRotting(grid):
  rows = len(grid)
  cols = len(grid[0])
  dp = [[sys.maxsize for _ in range(cols)] for _ in range(rows)]
  visited = [[False for _ in range(cols)] for _ in range(rows)]
  maxDistance = 0
  for i in range(rows):
    for j in range(cols):
      if grid[i][j] == 1:
        distance = minDistance(grid, i, j, visited)
        if distance != sys.maxsize:
          dp[i][j] = distance
          maxDistance = max(maxDistance, distance)
  if maxDistance == sys.maxsize:
    return -1
  return maxDistance
```"
346,"Maximum sum of non | Java program to implement above approach ; Variable to store states of dp ; Variable to check if a given state has been solved ; Function to find the maximum sum subsequence such that no two elements are adjacent ; Base case ; To check if a state has been solved ; Variable to store prefix sum for sub - array { i , j } ; Required recurrence relation ; Returning the value ; Driver code ; Input array","```java
public static int maxSumNonAdjacent(int[] arr) {
    int n = arr.length;
    boolean[][] dp = new boolean[n][n];
    int[][] sum = new int[n][n];
    for (int i = 0; i < n; i++) {
        sum[i][i] = arr[i];
        for (int j = i + 1; j < n; j++) {
            sum[i][j] = sum[i][j - 1] + arr[j];
        }
    }
    return maxSumNonAdjacentUtil(arr, 0, n - 1, dp, sum);
}

private static int maxSumNonAdjacentUtil(int[] arr, int i, int j, boolean[][] dp, int[][] sum) {
    if (i > j) {
        return 0;
    }
    if (dp[i][j]) {
        return sum[i][j];
    }
    dp[i][j] = true;
    int include = arr[i] + maxSumNonAdjacentUtil(arr, i + 2, j, dp, sum);
    int exclude = maxSumNonAdjacentUtil(arr, i + 1, j, dp, sum);
    sum[i][j] = Math.max(include, exclude);
    return sum[i][j];
}
```","```python
def maxSumNonAdjacent(arr):
  n = len(arr)
  dp = [[-1 for _ in range(n + 1)] for _ in range(n + 1)]
  def solve(i, j):
    if i == n:
      return 0
    if dp[i][j] != -1:
      return dp[i][j]
    inc = arr[i] + solve(i + 2, j + 1)
    exc = solve(i + 1, j)
    dp[i][j] = max(inc, exc)
    return dp[i][j]
  return solve(0, 0)
```"
